scalar,2,3,-1,1,-1,-0.5,-1,-1,1,1,1,-2,,,,,,,,,,,,,rand scalar,1,scalar,200,,Base Ticket Price,60,
6/26/2014,2,0,0,7,75,1.44,1,Fog-Rain,51,46,42,50,,-2,0,0,-0.68 ,-2.17 ,-1.41 , 1.17 ,-3.00 , 0.95 , 3.38 ,,-3.76 ,0.5242436596,-3.23 ," 1,354 ",,0.1,54," 73,116 "
6/27/2014,0,2,0,7,75,0,4,Fog,53,48,42,80,,0,-3,0,-0.68 ,-2.17 , 0.26 , 0.04 ,-1.00 , 1.05 , 0.57 ,,-4.92 ,0.9621618779,-3.95 ," 1,209 ",,0,60," 72,540 "
6/28/2014,0,2,0,7,75,0,4,0,59,54,48,80,,0,-3,0,-0.68 ,-2.17 , 0.26 , 0.04 , -   , 1.35 , 0.57 ,,-3.62 ,0.6162620205,-3.00 ," 1,400 ",,0,60," 84,000 "
6/29/2014,0,2,0,5,85,0,6,Fog,60,54,48,80,,0,-3,0,-0.78 ,-2.60 , 0.26 ,-0.71 ,-1.00 , 1.35 , 0.57 ,,-5.90 ,0.7426449966,-5.16 , 968 ,,0,60," 58,080 "
6/30/2014,2,0,0,5,85,0,4,Fog,62,56,51,80,,-2,0,0,-0.78 ,-2.60 , 0.26 , 0.04 ,-1.00 , 1.45 , 0.57 ,,-4.05 ,0.7801630071,-3.27 ," 1,346 ",,0.1,54," 72,684 "
7/1/2014,2,0,0,5,85,0,6,Fog,66,60,53,80,,-2,0,0,-0.78 ,-2.60 , 0.26 ,-0.71 ,-1.00 , 1.65 , 0.57 ,,-4.60 ,0.1735600382,-4.43 ," 1,114 ",,0.1,54," 60,156 "
7/2/2014,2,0,0,5,85,0.43,6,Fog-Rain-Thunderstorm,68,60,53,80,,-2,0,0,-0.78 ,-2.60 ,-0.24 ,-0.71 ,-3.00 , 1.65 , 0.57 ,,-7.10 ,0.3759054479,-6.73 , 654 ,,0.1,54," 35,316 "
7/3/2014,2,0,0,5,85,1.09,6,Fog-Rain-Thunderstorm,62,56,51,50,,-2,0,0,-0.78 ,-2.60 ,-1.01 ,-0.71 ,-3.00 , 1.45 , 3.38 ,,-5.26 ,0.8237185746,-4.44 ," 1,113 ",,0.1,54," 60,102 "
7/4/2014,0,2,0,5,85,1.16,7,Fog-Rain,51,46,41,80,,0,-3,0,-0.78 ,-2.60 ,-1.09 ,-1.08 ,-3.00 , 0.95 , 0.57 ,,-10.03 ,0.7246585884,-9.30 , 139 ,,0,60," 8,340 "
7/5/2014,0,2,0,5,85,0.32,7,Fog-Rain,46,39,32,80,,0,-3,0,-0.78 ,-2.60 ,-0.11 ,-1.08 ,-3.00 , 0.60 , 0.57 ,,-9.40 ,0.9894837479,-8.41 , 318 ,,0,60," 19,080 "
7/6/2014,0,2,0,7,63,0,6,Fog,51,45,39,80,,0,-3,0,-0.68 ,-1.66 , 0.26 ,-0.71 ,-1.00 , 0.90 , 0.57 ,,-5.30 ,0.7456987579,-4.56 ," 1,089 ",,0,60," 65,340 "
7/7/2014,2,0,0,7,63,0.23,6,Fog-Rain,57,52,46,80,,-2,0,0,-0.68 ,-1.66 ,-0.01 ,-0.71 ,-3.00 , 1.25 , 0.57 ,,-6.22 ,0.8661298363,-5.36 , 929 ,,0.1,54," 50,166 "
7/8/2014,2,0,0,7,63,0.55,6,Fog,59,54,48,80,,-2,0,0,-0.68 ,-1.66 ,-0.38 ,-0.71 ,-1.00 , 1.35 , 0.57 ,,-4.49 ,0.7474144993,-3.75 ," 1,251 ",,0.1,54," 67,554 "
7/9/2014,2,0,0,7,63,0.06,5,Fog-Rain-Thunderstorm,53,50,46,80,,-2,0,0,-0.68 ,-1.66 , 0.19 ,-0.33 ,-3.00 , 1.15 , 0.57 ,,-5.75 ,0.3627111306,-5.39 , 923 ,,0.1,54," 49,842 "
7/10/2014,2,0,0,7,63,0,4,Fog,50,44,39,50,,-2,0,0,-0.68 ,-1.66 , 0.26 , 0.04 ,-1.00 , 0.85 , 3.38 ,,-0.79 ,0.2818304498,-0.51 ," 1,898 ",,0.1,54," 102,492 "
7/11/2014,0,2,0,7,63,0,3,0,53,47,41,80,,0,-3,0,-0.68 ,-1.66 , 0.26 , 0.42 , -   , 1.00 , 0.57 ,,-3.08 ,0.7825403507,-2.29 ," 1,541 ",,0,60," 92,460 "
7/12/2014,0,2,0,7,63,0,4,Fog,57,50,44,80,,0,-3,0,-0.68 ,-1.66 , 0.26 , 0.04 ,-1.00 , 1.15 , 0.57 ,,-4.30 ,0.5884029493,-3.71 ," 1,257 ",,0,60," 75,420 "
7/13/2014,0,2,0,9,65,0.52,6,Fog-Rain,57,54,51,80,,0,-3,0,-0.57 ,-1.74 ,-0.34 ,-0.71 ,-3.00 , 1.35 , 0.57 ,,-7.44 ,0.4898803509,-6.95 , 610 ,,0,60," 36,600 "
7/14/2014,2,0,0,9,65,0.3,7,Fog-Rain,59,52,46,80,,-2,0,0,-0.57 ,-1.74 ,-0.09 ,-1.08 ,-3.00 , 1.25 , 0.57 ,,-6.66 ,0.3426916427,-6.32 , 737 ,,0.1,54," 39,798 "
7/15/2014,2,0,0,9,65,0.39,7,Fog-Rain,57,54,51,80,,-2,0,0,-0.57 ,-1.74 ,-0.19 ,-1.08 ,-3.00 , 1.35 , 0.57 ,,-6.66 ,0.7305466344,-5.93 , 813 ,,0.1,54," 43,902 "
7/16/2014,2,0,0,9,65,0.44,8,Fog-Rain,53,50,48,80,,-2,0,0,-0.57 ,-1.74 ,-0.25 ,-1.46 ,-3.00 , 1.15 , 0.57 ,,-7.30 ,0.651849146,-6.65 , 671 ,,0.1,54," 36,234 "
7/17/2014,2,0,0,9,65,0,6,Fog,50,46,41,50,,-2,0,0,-0.57 ,-1.74 , 0.26 ,-0.71 ,-1.00 , 0.95 , 3.38 ,,-1.42 ,0.2238745217,-1.20 ," 1,760 ",,0.1,54," 95,040 "
7/18/2014,0,2,0,9,65,0,5,Fog,48,44,39,80,,0,-3,0,-0.57 ,-1.74 , 0.26 ,-0.33 ,-1.00 , 0.85 , 0.57 ,,-4.96 ,0.9531527942,-4.00 ," 1,199 ",,0,60," 71,940 "
7/19/2014,0,2,0,9,65,0,6,0,53,48,42,80,,0,-3,0,-0.57 ,-1.74 , 0.26 ,-0.71 , -   , 1.05 , 0.57 ,,-4.13 ,0.509672011,-3.62 ," 1,275 ",,0,60," 76,500 "
7/20/2014,0,2,0,8,81,0,6,Fog-Rain,50,47,44,80,,0,-3,0,-0.63 ,-2.43 , 0.26 ,-0.71 ,-3.00 , 1.00 , 0.57 ,,-7.92 ,0.5455197028,-7.38 , 525 ,,0,60," 31,500 "
7/21/2014,2,0,0,8,81,0,5,Fog,57,50,44,80,,-2,0,0,-0.63 ,-2.43 , 0.26 ,-0.33 ,-1.00 , 1.15 , 0.57 ,,-4.40 ,0.3253120219,-4.07 ," 1,186 ",,0.1,54," 64,044 "
7/22/2014,2,0,0,8,81,0,6,Fog,59,54,50,80,,-2,0,0,-0.63 ,-2.43 , 0.26 ,-0.71 ,-1.00 , 1.35 , 0.57 ,,-4.57 ,0.8508244012,-3.72 ," 1,255 ",,0.1,54," 67,770 "
7/23/2014,2,0,0,8,81,1.88,8,Fog-Rain-Thunderstorm,59,55,51,80,,-2,0,0,-0.63 ,-2.43 ,-1.93 ,-1.46 ,-3.00 , 1.40 , 0.57 ,,-9.46 ,0.6870846204,-8.78 , 245 ,,0.1,54," 13,230 "
7/24/2014,2,0,0,8,81,0.01,5,Fog-Rain,51,45,39,50,,-2,0,0,-0.63 ,-2.43 , 0.25 ,-0.33 ,-3.00 , 0.90 , 3.38 ,,-3.85 ,0.2202753313,-3.63 ," 1,275 ",,0.1,54," 68,850 "
7/25/2014,0,2,0,8,81,0,5,Fog,48,44,39,80,,0,-3,0,-0.63 ,-2.43 , 0.26 ,-0.33 ,-1.00 , 0.85 , 0.57 ,,-5.70 ,0.5551002766,-5.14 , 972 ,,0,60," 58,320 "
7/26/2014,0,2,0,8,81,0.01,6,Fog,51,46,42,80,,0,-3,0,-0.63 ,-2.43 , 0.25 ,-0.71 ,-1.00 , 0.95 , 0.57 ,,-5.98 ,0.8375402433,-5.15 , 971 ,,0,60," 58,260 "
7/27/2014,0,2,0,9,61,0.34,7,Fog-Rain,51,48,44,80,,0,-3,0,-0.57 ,-1.57 ,-0.13 ,-1.08 ,-3.00 , 1.05 , 0.57 ,,-7.73 ,0.1022856876,-7.63 , 474 ,,0,60," 28,440 "
7/28/2014,2,0,0,9,61,2.67,6,Fog-Rain-Thunderstorm,53,50,46,80,,-2,0,0,-0.57 ,-1.57 ,-2.84 ,-0.71 ,-3.00 , 1.15 , 0.57 ,,-8.97 ,0.1157960102,-8.85 , 229 ,,0.1,54," 12,366 "
7/29/2014,2,0,0,9,61,0,5,Fog-Rain,48,44,39,80,,-2,0,0,-0.57 ,-1.57 , 0.26 ,-0.33 ,-3.00 , 0.85 , 0.57 ,,-5.79 ,0.1835898478,-5.60 , 880 ,,0.1,54," 47,520 "
7/30/2014,2,0,0,9,61,0,6,Fog,48,44,41,80,,-2,0,0,-0.57 ,-1.57 , 0.26 ,-0.71 ,-1.00 , 0.85 , 0.57 ,,-4.16 ,0.9540083203,-3.21 ," 1,359 ",,0.1,54," 73,386 "
7/31/2014,2,0,0,9,61,0.15,4,Fog-Rain-Thunderstorm,44,42,41,50,,-2,0,0,-0.57 ,-1.57 , 0.09 , 0.04 ,-3.00 , 0.75 , 3.38 ,,-2.87 ,0.4537583794,-2.42 ," 1,516 ",,0.1,54," 81,864 "
8/1/2014,0,2,0,9,61,0,6,Fog,55,48,42,80,,0,-3,0,-0.57 ,-1.57 , 0.26 ,-0.71 ,-1.00 , 1.05 , 0.57 ,,-4.96 ,0.1302823222,-4.83 ," 1,034 ",,0,60," 62,040 "
8/2/2014,0,2,0,9,61,0.01,6,Fog,55,52,48,80,,0,-3,0,-0.57 ,-1.57 , 0.25 ,-0.71 ,-1.00 , 1.25 , 0.57 ,,-4.77 ,0.4184312942,-4.36 ," 1,129 ",,0,60," 67,740 "
8/3/2014,0,2,0,7,61,0.05,6,Fog,57,52,48,80,,0,-3,0,-0.68 ,-1.57 , 0.20 ,-0.71 ,-1.00 , 1.25 , 0.57 ,,-4.93 ,0.200532533,-4.73 ," 1,055 ",,0,60," 63,300 "
8/4/2014,2,0,0,7,61,0.05,6,Fog-Rain,53,50,48,80,,-2,0,0,-0.68 ,-1.57 , 0.20 ,-0.71 ,-3.00 , 1.15 , 0.57 ,,-6.03 ,0.7156038587,-5.31 , 938 ,,0.1,54," 50,652 "
8/5/2014,2,0,0,7,61,0.01,6,Fog,55,50,46,80,,-2,0,0,-0.68 ,-1.57 , 0.25 ,-0.71 ,-1.00 , 1.15 , 0.57 ,,-3.98 ,0.5607871804,-3.42 ," 1,316 ",,0.1,54," 71,064 "
8/6/2014,2,0,0,7,61,0.05,6,Fog-Rain,48,44,41,80,,-2,0,0,-0.68 ,-1.57 , 0.20 ,-0.71 ,-3.00 , 0.85 , 0.57 ,,-6.32 ,0.8545676745,-5.47 , 906 ,,0.1,54," 48,924 "
8/7/2014,2,0,0,7,61,0.15,6,Fog-Rain-Thunderstorm,42,40,39,50,,-2,0,0,-0.68 ,-1.57 , 0.09 ,-0.71 ,-3.00 , 0.65 , 3.38 ,,-3.83 ,0.3549991453,-3.47 ," 1,305 ",,0.1,54," 70,470 "
8/8/2014,0,2,0,7,61,0.02,5,Fog-Rain,48,44,41,80,,0,-3,0,-0.68 ,-1.57 , 0.24 ,-0.33 ,-3.00 , 0.85 , 0.57 ,,-6.91 ,0.2826746332,-6.63 , 674 ,,0,60," 40,440 "
8/9/2014,0,2,0,7,61,0,4,Fog,50,46,42,80,,0,-3,0,-0.68 ,-1.57 , 0.26 , 0.04 ,-1.00 , 0.95 , 0.57 ,,-4.42 ,0.7857628423,-3.63 ," 1,274 ",,0,60," 76,440 "
8/10/2014,0,2,0,9,43,0.36,4,Rain-Hail-Thunderstorm,57,52,46,80,,0,-3,0,-0.57 ,-0.80 ,-0.16 , 0.04 , -   , 1.25 , 0.57 ,,-2.66 ,0.2875888844,-2.37 ," 1,526 ",,0,60," 91,560 "
8/11/2014,2,0,0,9,43,0.02,3,Fog-Rain,57,52,48,80,,-2,0,0,-0.57 ,-0.80 , 0.24 , 0.42 ,-3.00 , 1.25 , 0.57 ,,-3.89 ,0.5483591845,-3.34 ," 1,332 ",,0.1,54," 71,928 "
8/12/2014,2,0,0,9,43,0,6,Fog,50,47,44,80,,-2,0,0,-0.57 ,-0.80 , 0.26 ,-0.71 ,-1.00 , 1.00 , 0.57 ,,-3.24 ,0.5637919293,-2.68 ," 1,465 ",,0.1,54," 79,110 "
8/13/2014,2,0,0,9,43,2.62,0,Fog-Rain-Thunderstorm,48,44,41,80,,-2,0,0,-0.57 ,-0.80 ,-2.79 , 1.54 ,-3.00 , 0.85 , 0.57 ,,-6.19 ,0.0680806984,-6.12 , 776 ,,0.1,54," 41,904 "
8/14/2014,2,0,0,9,43,0.25,3,Fog-Rain,46,42,35,50,,-2,0,0,-0.57 ,-0.80 ,-0.03 , 0.42 ,-3.00 , 0.75 , 3.38 ,,-1.84 ,0.0566266754,-1.79 ," 1,643 ",,0.1,54," 88,722 "
8/15/2014,0,2,0,9,43,0.02,5,Fog-Rain,41,38,35,80,,0,-3,0,-0.57 ,-0.80 , 0.24 ,-0.33 ,-3.00 , 0.55 , 0.57 ,,-6.34 ,0.7206063366,-5.62 , 877 ,,0,60," 52,620 "
8/16/2014,0,2,0,9,43,0.27,8,Fog-Rain,42,40,37,80,,0,-3,0,-0.57 ,-0.80 ,-0.05 ,-1.46 ,-3.00 , 0.65 , 0.57 ,,-7.65 ,0.8023480047,-6.85 , 630 ,,0,60," 37,800 "
8/17/2014,0,2,0,7,46,0.75,0,Fog-Rain,42,40,39,80,,0,-3,0,-0.68 ,-0.93 ,-0.61 , 1.54 ,-3.00 , 0.65 , 0.57 ,,-5.44 ,0.2327265749,-5.21 , 958 ,,0,60," 57,480 "
8/18/2014,2,0,0,7,46,0.04,1,Fog-Rain,41,38,35,80,,-2,0,0,-0.68 ,-0.93 , 0.22 , 1.17 ,-3.00 , 0.55 , 0.57 ,,-4.09 ,0.0376650016,-4.05 ," 1,189 ",,0.1,54," 64,206 "
8/19/2014,2,0,0,7,46,0,3,Fog,51,44,37,80,,-2,0,0,-0.68 ,-0.93 , 0.26 , 0.42 ,-1.00 , 0.85 , 0.57 ,,-2.50 ,0.9771952957,-1.52 ," 1,696 ",,0.1,54," 91,584 "
8/20/2014,2,0,0,7,46,0,3,0,57,50,42,80,,-2,0,0,-0.68 ,-0.93 , 0.26 , 0.42 , -   , 1.15 , 0.57 ,,-1.20 ,0.2884769032,-0.91 ," 1,818 ",,0.1,54," 98,172 "
8/21/2014,2,0,0,7,46,0.02,7,Rain,53,48,44,50,,-2,0,0,-0.68 ,-0.93 , 0.24 ,-1.08 , -   , 1.05 , 3.38 ,,-0.01 ,0.8998823769, 0.89 ," 2,178 ",,0.1,54," 117,612 "
8/22/2014,0,2,0,7,46,0.03,8,Fog-Rain,46,44,42,80,,0,-3,0,-0.68 ,-0.93 , 0.23 ,-1.46 ,-3.00 , 0.85 , 0.57 ,,-7.41 ,0.4161245092,-6.99 , 601 ,,0,60," 36,060 "
8/23/2014,0,2,0,7,46,0,6,Fog,48,44,41,80,,0,-3,0,-0.68 ,-0.93 , 0.26 ,-0.71 ,-1.00 , 0.85 , 0.57 ,,-4.62 ,0.9545681323,-3.67 ," 1,266 ",,0,60," 75,960 "
8/24/2014,0,2,0,8,21,0,3,Fog,55,48,42,80,,0,-3,0,-0.63 , 0.15 , 0.26 , 0.42 ,-1.00 , 1.05 , 0.57 ,,-2.17 ,0.2265295803,-1.95 ," 1,611 ",,0,60," 96,660 "
8/25/2014,2,0,0,8,21,0,3,Fog,59,54,50,80,,-2,0,0,-0.63 , 0.15 , 0.26 , 0.42 ,-1.00 , 1.35 , 0.57 ,,-0.87 ,0.1705016424,-0.70 ," 1,859 ",,0.1,54," 100,386 "
8/26/2014,2,0,0,8,21,0,3,Fog,60,55,50,80,,-2,0,0,-0.63 , 0.15 , 0.26 , 0.42 ,-1.00 , 1.40 , 0.57 ,,-0.82 ,0.6431295827,-0.18 ," 1,964 ",,0.1,54," 106,056 "
8/27/2014,2,0,0,8,21,0.01,6,Fog,55,50,46,80,,-2,0,0,-0.63 , 0.15 , 0.25 ,-0.71 ,-1.00 , 1.15 , 0.57 ,,-2.21 ,0.637495708,-1.57 ," 1,685 ",,0.1,54," 90,990 "
8/28/2014,2,0,0,8,21,0,0,Fog,44,40,37,50,,-2,0,0,-0.63 , 0.15 , 0.26 , 1.54 ,-1.00 , 0.65 , 3.38 ,, 2.37 ,0.2185066559, 2.59 ," 2,517 ",,0.1,54," 135,918 "
8/29/2014,0,2,0,8,21,0,4,Fog,53,45,37,80,,0,-3,0,-0.63 , 0.15 , 0.26 , 0.04 ,-1.00 , 0.90 , 0.57 ,,-2.70 ,0.8346148743,-1.86 ," 1,627 ",,0,60," 97,620 "
8/30/2014,0,2,0,8,21,0,6,Fog,55,48,41,80,,0,-3,0,-0.63 , 0.15 , 0.26 ,-0.71 ,-1.00 , 1.05 , 0.57 ,,-3.30 ,0.5684341921,-2.73 ," 1,454 ",,0,60," 87,240 "
8/31/2014,0,2,0,10,44,0.29,6,Fog-Rain,55,54,53,80,,0,-3,0,-0.52 ,-0.84 ,-0.07 ,-0.71 ,-3.00 , 1.35 , 0.57 ,,-6.22 ,0.8026385477,-5.42 , 917 ,,0,60," 55,020 "
9/1/2014,0,0,0,10,44,0,5,Fog,57,54,50,100,,0,0,0,-0.52 ,-0.84 , 0.26 ,-0.33 ,-1.00 , 1.35 ,-1.30 ,,-2.38 ,0.9393839489,-1.44 ," 1,712 ",,0,60," 102,720 "
9/2/2014,0,0,0,10,44,0.89,5,Fog-Rain,60,56,51,100,,0,0,0,-0.52 ,-0.84 ,-0.77 ,-0.33 ,-3.00 , 1.45 ,-1.30 ,,-5.32 ,0.0164433974,-5.30 , 940 ,,0,60," 56,400 "
9/3/2014,0,0,0,10,44,0.29,4,Fog-Rain,53,48,42,100,,0,0,0,-0.52 ,-0.84 ,-0.07 , 0.04 ,-3.00 , 1.05 ,-1.30 ,,-4.64 ,0.2870016817,-4.35 ," 1,129 ",,0,60," 67,740 "
9/4/2014,0,0,0,10,44,0,4,Fog,53,48,42,50,,0,0,0,-0.52 ,-0.84 , 0.26 , 0.04 ,-1.00 , 1.05 , 3.38 ,, 2.38 ,0.5127405855, 2.89 ," 2,579 ",,0,60," 154,740 "
9/5/2014,0,2,0,10,44,0,5,Fog,60,55,50,100,,0,-3,0,-0.52 ,-0.84 , 0.26 ,-0.33 ,-1.00 , 1.40 ,-1.30 ,,-5.33 ,0.203154848,-5.13 , 975 ,,0,60," 58,500 "
9/6/2014,0,2,0,10,44,0.71,6,Fog-Rain,55,50,42,100,,0,-3,0,-0.52 ,-0.84 ,-0.56 ,-0.71 ,-3.00 , 1.15 ,-1.30 ,,-8.78 ,0.615819999,-8.17 , 367 ,,0,60," 22,020 "
9/7/2014,0,2,0,10,0,0,4,Fog,42,37,32,100,,0,-3,0,-0.52 , 1.05 , 0.26 , 0.04 ,-1.00 , 0.50 ,-1.30 ,,-3.96 ,0.8673122788,-3.10 ," 1,381 ",,0,60," 82,860 "
9/8/2014,0,0,0,10,0,0,3,Fog,48,42,35,100,,0,0,0,-0.52 , 1.05 , 0.26 , 0.42 ,-1.00 , 0.75 ,-1.30 ,,-0.34 ,0.0723154964,-0.27 ," 1,947 ",,0,60," 116,820 "
9/9/2014,0,0,0,10,0,0,2,Fog,46,42,39,100,,0,0,0,-0.52 , 1.05 , 0.26 , 0.79 ,-1.00 , 0.75 ,-1.30 ,, 0.04 ,0.2186540323, 0.25 ," 2,051 ",,0,60," 123,060 "
9/10/2014,0,0,0,10,0,0,4,Fog,50,44,39,100,,0,0,0,-0.52 , 1.05 , 0.26 , 0.04 ,-1.00 , 0.85 ,-1.30 ,,-0.62 ,0.3081865164,-0.31 ," 1,939 ",,0,60," 116,340 "
9/11/2014,0,0,0,10,0,0.25,7,Fog-Rain,53,46,39,50,,0,0,0,-0.52 , 1.05 ,-0.03 ,-1.08 ,-3.00 , 0.95 , 3.38 ,, 0.75 ,0.1426543104, 0.89 ," 2,179 ",,0,60," 130,740 "
9/12/2014,0,2,0,10,0,0,1,Fog,44,38,33,100,,0,-3,0,-0.52 , 1.05 , 0.26 , 1.17 ,-1.00 , 0.55 ,-1.30 ,,-2.79 ,0.6730535235,-2.11 ," 1,577 ",,0,60," 94,620 "
9/13/2014,0,2,0,10,0,0.17,6,Fog-Rain,42,37,32,100,,0,-3,0,-0.52 , 1.05 , 0.06 ,-0.71 ,-3.00 , 0.50 ,-1.30 ,,-6.91 ,0.451271194,-6.46 , 708 ,,0,60," 42,480 "
9/14/2014,0,2,0,9,0,0,1,Fog-Rain,42,33,24,100,,0,-3,0,-0.57 , 1.05 , 0.26 , 1.17 ,-3.00 , 0.31 ,-1.30 ,,-5.09 ,0.7617397252,-4.33 ," 1,134 ",,0,60," 68,040 "
9/15/2014,0,0,0,9,0,0,4,0,35,30,26,100,,0,0,0,-0.57 , 1.05 , 0.26 , 0.04 , -   , 0.16 ,-1.30 ,,-0.37 ,0.9336786759, 0.57 ," 2,114 ",,0,60," 126,840 "
9/16/2014,0,0,0,9,0,0.09,8,Fog-Rain-Snow,35,34,32,100,,0,0,0,-0.57 , 1.05 , 0.16 ,-1.46 ,-3.00 , 0.36 ,-1.30 ,,-4.77 ,0.8162874382,-3.96 ," 1,209 ",,0,60," 72,540 "
9/17/2014,0,0,0,9,0,0,4,Fog,41,36,30,100,,0,0,0,-0.57 , 1.05 , 0.26 , 0.04 ,-1.00 , 0.46 ,-1.30 ,,-1.07 ,0.0483019718,-1.02 ," 1,796 ",,0,60," 107,760 "
9/18/2014,0,0,0,9,0,0.1,0,Fog-Rain,35,28,21,50,,0,0,0,-0.57 , 1.05 , 0.15 , 1.54 ,-3.00 , 0.06 , 3.38 ,, 2.61 ,0.5389607698, 3.14 ," 2,629 ",,0,60," 157,740 "
9/19/2014,0,2,0,9,0,0,3,Fog,35,25,15,100,,0,-3,0,-0.57 , 1.05 , 0.26 , 0.42 ,-1.00 ,-0.09 ,-1.30 ,,-4.24 ,0.576737439,-3.66 ," 1,268 ",,0,60," 76,080 "
9/20/2014,0,2,0,9,0,0,4,Fog,44,37,30,100,,0,-3,0,-0.57 , 1.05 , 0.26 , 0.04 ,-1.00 , 0.50 ,-1.30 ,,-4.02 ,0.3606931847,-3.66 ," 1,269 ",,0,60," 76,140 "
9/21/2014,0,2,0,9,0,0.07,6,Fog-Rain,51,46,42,100,,0,-3,0,-0.57 , 1.05 , 0.18 ,-0.71 ,-3.00 , 0.95 ,-1.30 ,,-6.40 ,0.3793962535,-6.02 , 796 ,,0,60," 47,760 "
9/22/2014,0,0,0,9,0,0.45,8,Fog-Rain-Snow,50,37,24,100,,0,0,0,-0.57 , 1.05 ,-0.26 ,-1.46 ,-3.00 , 0.50 ,-1.30 ,,-5.04 ,0.1266314851,-4.92 ," 1,017 ",,0,60," 61,020 "
9/23/2014,0,0,0,9,0,0,0,Fog-Snow,33,28,23,100,,0,0,0,-0.57 , 1.05 , 0.26 , 1.54 ,-2.00 , 0.06 ,-1.30 ,,-0.96 ,0.2130192567,-0.75 ," 1,850 ",,0,60," 111,000 "
9/24/2014,0,0,0,9,0,0,2,Fog,48,40,32,100,,0,0,0,-0.57 , 1.05 , 0.26 , 0.79 ,-1.00 , 0.65 ,-1.30 ,,-0.12 ,0.9929539878, 0.88 ," 2,175 ",,0,60," 130,500 "
9/25/2014,0,0,0,9,0,0,6,0,51,48,42,50,,0,0,0,-0.57 , 1.05 , 0.26 ,-0.71 , -   , 1.05 , 3.38 ,, 4.47 ,0.1679022976, 4.63 ," 2,927 ",,0,60," 175,620 "
9/26/2014,0,2,0,9,0,0,2,Fog,51,46,41,100,,0,-3,0,-0.57 , 1.05 , 0.26 , 0.79 ,-1.00 , 0.95 ,-1.30 ,,-2.82 ,0.5870758123,-2.23 ," 1,554 ",,0,60," 93,240 "
9/27/2014,0,2,0,9,0,0,0,Fog,62,53,44,100,,0,-3,0,-0.57 , 1.05 , 0.26 , 1.54 ,-1.00 , 1.30 ,-1.30 ,,-1.72 ,0.7018321487,-1.02 ," 1,797 ",,0,60," 107,820 "
9/28/2014,0,2,0,9,0,0,2,Fog,60,54,48,100,,0,-3,0,-0.57 , 1.05 , 0.26 , 0.79 ,-1.00 , 1.35 ,-1.30 ,,-2.42 ,0.4917574306,-1.93 ," 1,615 ",,0,60," 96,900 "
9/29/2014,0,0,0,9,0,0,7,Fog,53,48,44,100,,0,0,0,-0.57 , 1.05 , 0.26 ,-1.08 ,-1.00 , 1.05 ,-1.30 ,,-1.59 ,0.8269152041,-0.77 ," 1,846 ",,0,60," 110,760 "
9/30/2014,0,0,0,9,0,0,5,Fog,50,46,41,100,,0,0,0,-0.57 , 1.05 , 0.26 ,-0.33 ,-1.00 , 0.95 ,-1.30 ,,-0.94 ,0.356677331,-0.59 ," 1,883 ",,0,60," 112,980 "
10/1/2014,0,0,0,9,0,0,6,Fog,50,46,41,100,,0,0,0,-0.57 , 1.05 , 0.26 ,-0.71 ,-1.00 , 0.95 ,-1.30 ,,-1.32 ,0.5018867042,-0.82 ," 1,837 ",,0,60," 110,220 "
10/2/2014,0,0,0,9,0,0,3,0,50,46,42,50,,0,0,0,-0.57 , 1.05 , 0.26 , 0.42 , -   , 0.95 , 3.38 ,, 5.49 ,0.6405689132, 6.13 ," 3,227 ",,0,60," 193,620 "
10/3/2014,0,2,0,9,0,0.02,3,Fog,51,48,44,100,,0,-3,0,-0.57 , 1.05 , 0.24 , 0.42 ,-1.00 , 1.05 ,-1.30 ,,-3.12 ,0.7765076905,-2.34 ," 1,532 ",,0,60," 91,920 "
10/4/2014,0,2,0,9,0,0.58,7,Fog-Rain,44,42,41,100,,0,-3,0,-0.57 , 1.05 ,-0.41 ,-1.08 ,-3.00 , 0.75 ,-1.30 ,,-7.57 ,0.2533141412,-7.32 , 537 ,,0,60," 32,220 "
10/5/2014,0,2,0,10,0,0,5,Fog-Rain,44,35,26,100,,0,-3,0,-0.52 , 1.05 , 0.26 ,-0.33 ,-3.00 , 0.41 ,-1.30 ,,-6.44 ,0.0592339765,-6.38 , 724 ,,0,60," 43,440 "
10/6/2014,0,0,0,10,0,0,2,Fog,37,30,24,100,,0,0,0,-0.52 , 1.05 , 0.26 , 0.79 ,-1.00 , 0.16 ,-1.30 ,,-0.56 ,0.898076585, 0.34 ," 2,067 ",,0,60," 124,020 "
10/7/2014,0,0,0,10,0,1.18,3,Fog-Rain,42,37,32,100,,0,0,0,-0.52 , 1.05 ,-1.11 , 0.42 ,-3.00 , 0.50 ,-1.30 ,,-3.96 ,0.332333249,-3.63 ," 1,274 ",,0,60," 76,440 "
10/8/2014,0,0,0,10,0,0.8,7,Fog-Rain-Thunderstorm,41,34,26,100,,0,0,0,-0.52 , 1.05 ,-0.67 ,-1.08 ,-3.00 , 0.36 ,-1.30 ,,-5.17 ,0.9170172065,-4.25 ," 1,149 ",,0,60," 68,940 "
10/9/2014,0,0,0,10,0,0.06,8,Fog-Snow,24,24,23,50,,0,0,0,-0.52 , 1.05 , 0.19 ,-1.46 ,-2.00 ,-0.14 , 3.38 ,, 0.50 ,0.188113532, 0.69 ," 2,138 ",,0,60," 128,280 "
